Provincias;Ramas de actividad;periodo;Total
19 Guadalajara;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2020;1.044.130
19 Guadalajara;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2020;1.119.976
19 Guadalajara;Valor añadido bruto total;2020;4.606.139
19 Guadalajara;Impuestos netos sobre los productos;2020;441.737
19 Guadalajara;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;5.047.876
21 Huelva;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;9.243.502
21 Huelva;A. Agricultura, ganadería, silvicultura y pesca;2020;644.247
21 Huelva;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2020;1.494.167
21 Huelva;C. - De las cuales: Industria manufacturera;2020;630.072
21 Huelva;F. Construcción;2020;468.596
21 Huelva;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2020;1.545.198
21 Huelva;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2020;1.949.759
21 Huelva;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2020;2.332.641
21 Huelva;Valor añadido bruto total;2020;8.434.608
21 Huelva;Impuestos netos sobre los productos;2020;808.894
21 Huelva;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;9.243.502
22 Huesca;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;6.277.103
22 Huesca;A. Agricultura, ganadería, silvicultura y pesca;2020;1.035.363
22 Huesca;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2020;891.562
22 Huesca;C. - De las cuales: Industria manufacturera;2020;746.279
22 Huesca;F. Construcción;2020;430.346
22 Huesca;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2020;1.113.337
22 Huesca;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2020;1.010.901
22 Huesca;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2020;1.246.288
22 Huesca;Valor añadido bruto total;2020;5.727.797
22 Huesca;Impuestos netos sobre los productos;2020;549.306
22 Huesca;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;6.277.103
23 Jaén;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;10.675.734
23 Jaén;A. Agricultura, ganadería, silvicultura y pesca;2020;1.250.522
23 Jaén;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2020;1.222.063
23 Jaén;C. - De las cuales: Industria manufacturera;2020;1.078.634
23 Jaén;F. Construcción;2020;545.873
23 Jaén;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2020;1.636.284
23 Jaén;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2020;2.073.365
23 Jaén;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2020;3.013.399
23 Jaén;Valor añadido bruto total;2020;9.741.506
23 Jaén;Impuestos netos sobre los productos;2020;934.228
23 Jaén;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;10.675.734
24 León;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;9.304.383
24 León;A. Agricultura, ganadería, silvicultura y pesca;2020;398.244
24 León;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2020;1.276.866
24 León;C. - De las cuales: Industria manufacturera;2020;905.858
24 León;F. Construcción;2020;502.355
24 León;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2020;1.950.487
24 León;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2020;2.047.975
24 León;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2020;2.314.234
24 León;Valor añadido bruto total;2020;8.490.161
24 León;Impuestos netos sobre los productos;2020;814.222
24 León;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;9.304.383
25 Lleida;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;11.521.909
25 Lleida;A. Agricultura, ganadería, silvicultura y pesca;2020;768.325
25 Lleida;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2020;1.208.932
25 Lleida;C. - De las cuales: Industria manufacturera;2020;910.459
25 Lleida;F. Construcción;2020;629.368
25 Lleida;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2020;2.958.971
25 Lleida;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2020;2.268.866
25 Lleida;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2020;2.679.171
25 Lleida;Valor añadido bruto total;2020;10.513.633
25 Lleida;Impuestos netos sobre los productos;2020;1.008.276
25 Lleida;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;11.521.909
27 Lugo;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;6.891.215
27 Lugo;A. Agricultura, ganadería, silvicultura y pesca;2020;653.364
27 Lugo;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2020;774.232
27 Lugo;C. - De las cuales: Industria manufacturera;2020;441.422
27 Lugo;F. Construcción;2020;391.320
27 Lugo;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2020;1.572.441
27 Lugo;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2020;1.245.507
27 Lugo;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2020;1.651.304
27 Lugo;Valor añadido bruto total;2020;6.288.168
27 Lugo;Impuestos netos sobre los productos;2020;603.047
27 Lugo;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;6.891.215
28 Madrid;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;219.030.504
28 Madrid;A. Agricultura, ganadería, silvicultura y pesca;2020;162.448
28 Madrid;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2020;21.389.543
28 Madrid;C. - De las cuales: Industria manufacturera;2020;12.425.602
28 Madrid;F. Construcción;2020;9.543.051
28 Madrid;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2020;59.733.235
28 Madrid;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2020;65.309.206
28 Madrid;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2020;43.725.772
28 Madrid;Valor añadido bruto total;2020;199.863.255
28 Madrid;Impuestos netos sobre los productos;2020;19.167.249
28 Madrid;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;219.030.504
29 Málaga;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;28.160.097
29 Málaga;A. Agricultura, ganadería, silvicultura y pesca;2020;694.679
29 Málaga;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2020;1.232.461
29 Málaga;C. - De las cuales: Industria manufacturera;2020;679.044
29 Málaga;F. Construcción;2020;2.482.994
29 Málaga;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2020;6.696.639
29 Málaga;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2020;8.044.382
29 Málaga;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2020;6.544.666
29 Málaga;Valor añadido bruto total;2020;25.695.821
29 Málaga;Impuestos netos sobre los productos;2020;2.464.276
29 Málaga;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;28.160.097
30 Murcia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;29.775.480
30 Murcia;A. Agricultura, ganadería, silvicultura y pesca;2020;1.519.277
30 Murcia;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2020;4.816.771
30 Murcia;C. - De las cuales: Industria manufacturera;2020;3.660.672
30 Murcia;F. Construcción;2020;1.632.555
30 Murcia;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2020;6.590.539
30 Murcia;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2020;5.887.143
30 Murcia;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2020;6.723.558
30 Murcia;Valor añadido bruto total;2020;27.169.843
30 Murcia;Impuestos netos sobre los productos;2020;2.605.637
30 Murcia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;29.775.480
31 Navarra;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;18.937.439
31 Navarra;A. Agricultura, ganadería, silvicultura y pesca;2020;693.269
31 Navarra;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2020;5.096.618
31 Navarra;C. - De las cuales: Industria manufacturera;2020;4.436.495
31 Navarra;F. Construcción;2020;970.671
31 Navarra;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2020;3.208.902
31 Navarra;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2020;3.502.143
31 Navarra;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2020;3.808.630
31 Navarra;Valor añadido bruto total;2020;17.280.233
31 Navarra;Impuestos netos sobre los productos;2020;1.657.206
31 Navarra;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;18.937.439
32 Ourense;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;6.384.529
32 Ourense;A. Agricultura, ganadería, silvicultura y pesca;2020;334.061
32 Ourense;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2020;1.137.917
32 Ourense;C. - De las cuales: Industria manufacturera;2020;620.754
32 Ourense;F. Construcción;2020;430.937
32 Ourense;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2020;1.258.680
32 Ourense;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2020;1.155.135
32 Ourense;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2020;1.509.092
32 Ourense;Valor añadido bruto total;2020;5.825.822
32 Ourense;Impuestos netos sobre los productos;2020;558.707
32 Ourense;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;6.384.529
34 Palencia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;4.029.182
34 Palencia;A. Agricultura, ganadería, silvicultura y pesca;2020;278.063
34 Palencia;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2020;1.037.431
34 Palencia;C. - De las cuales: Industria manufacturera;2020;952.127
34 Palencia;F. Construcción;2020;197.343
34 Palencia;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2020;542.423
34 Palencia;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2020;704.338
34 Palencia;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2020;916.992
34 Palencia;Valor añadido bruto total;2020;3.676.590
34 Palencia;Impuestos netos sobre los productos;2020;352.592
34 Palencia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;4.029.182
35 Palmas, Las;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;19.692.679
35 Palmas, Las;A. Agricultura, ganadería, silvicultura y pesca;2020;255.269
35 Palmas, Las;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2020;1.410.524
35 Palmas, Las;C. - De las cuales: Industria manufacturera;2020;684.010
35 Palmas, Las;F. Construcción;2020;1.186.512
35 Palmas, Las;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2020;5.324.925
35 Palmas, Las;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2020;4.763.697
35 Palmas, Las;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2020;5.028.455
35 Palmas, Las;Valor añadido bruto total;2020;17.969.382
35 Palmas, Las;Impuestos netos sobre los productos;2020;1.723.297
35 Palmas, Las;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;19.692.679
36 Pontevedra;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;20.025.926
36 Pontevedra;A. Agricultura, ganadería, silvicultura y pesca;2020;676.570
36 Pontevedra;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2020;3.994.501
36 Pontevedra;C. - De las cuales: Industria manufacturera;2020;3.704.507
36 Pontevedra;F. Construcción;2020;1.200.960
36 Pontevedra;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2020;4.194.311
36 Pontevedra;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2020;4.150.541
36 Pontevedra;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2020;4.056.584
36 Pontevedra;Valor añadido bruto total;2020;18.273.467
36 Pontevedra;Impuestos netos sobre los productos;2020;1.752.459
36 Pontevedra;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;20.025.926
26 Rioja, La;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;8.105.603
26 Rioja, La;A. Agricultura, ganadería, silvicultura y pesca;2020;467.196
26 Rioja, La;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2020;1.881.181
26 Rioja, La;C. - De las cuales: Industria manufacturera;2020;1.617.797
26 Rioja, La;F. Construcción;2020;429.765
26 Rioja, La;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2020;1.346.824
26 Rioja, La;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2020;1.528.596
26 Rioja, La;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2020;1.742.724
26 Rioja, La;Valor añadido bruto total;2020;7.396.286
26 Rioja, La;Impuestos netos sobre los productos;2020;709.317
26 Rioja, La;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;8.105.603
37 Salamanca;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;6.622.699
37 Salamanca;A. Agricultura, ganadería, silvicultura y pesca;2020;364.262
37 Salamanca;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2020;613.052
37 Salamanca;C. - De las cuales: Industria manufacturera;2020;480.828
37 Salamanca;F. Construcción;2020;364.334
37 Salamanca;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2020;1.315.417
37 Salamanca;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2020;1.416.690
37 Salamanca;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2020;1.969.395
37 Salamanca;Valor añadido bruto total;2020;6.043.150
37 Salamanca;Impuestos netos sobre los productos;2020;579.549
37 Salamanca;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;6.622.699
38 Santa Cruz de Tenerife;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;18.937.445
38 Santa Cruz de Tenerife;A. Agricultura, ganadería, silvicultura y pesca;2020;454.127
38 Santa Cruz de Tenerife;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2020;1.118.599
38 Santa Cruz de Tenerife;C. - De las cuales: Industria manufacturera;2020;431.406
38 Santa Cruz de Tenerife;F. Construcción;2020;1.124.156
38 Santa Cruz de Tenerife;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2020;4.384.777
38 Santa Cruz de Tenerife;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2020;4.626.471
38 Santa Cruz de Tenerife;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2020;5.572.109
38 Santa Cruz de Tenerife;Valor añadido bruto total;2020;17.280.239
38 Santa Cruz de Tenerife;Impuestos netos sobre los productos;2020;1.657.206
38 Santa Cruz de Tenerife;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;18.937.445
40 Segovia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;3.179.622
40 Segovia;A. Agricultura, ganadería, silvicultura y pesca;2020;222.457
40 Segovia;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2020;310.324
40 Segovia;C. - De las cuales: Industria manufacturera;2020;236.422
40 Segovia;F. Construcción;2020;229.915
40 Segovia;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2020;629.104
40 Segovia;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2020;664.414
40 Segovia;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2020;845.161
40 Segovia;Valor añadido bruto total;2020;2.901.375
40 Segovia;Impuestos netos sobre los productos;2020;278.247
40 Segovia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;3.179.622
41 Sevilla;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;37.029.412
41 Sevilla;A. Agricultura, ganadería, silvicultura y pesca;2020;1.839.604
41 Sevilla;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2020;5.122.448
41 Sevilla;C. - De las cuales: Industria manufacturera;2020;3.221.391
41 Sevilla;F. Construcción;2020;1.851.607
41 Sevilla;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2020;7.158.830
41 Sevilla;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2020;8.078.595
41 Sevilla;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2020;9.737.903
41 Sevilla;Valor añadido bruto total;2020;33.788.987
41 Sevilla;Impuestos netos sobre los productos;2020;3.240.425
41 Sevilla;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;37.029.412
42 Soria;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;2.285.159
42 Soria;A. Agricultura, ganadería, silvicultura y pesca;2020;179.112
42 Soria;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2020;506.830
42 Soria;C. - De las cuales: Industria manufacturera;2020;397.766
42 Soria;F. Construcción;2020;126.818
42 Soria;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2020;380.484
42 Soria;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2020;345.380
42 Soria;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2020;546.562
42 Soria;Valor añadido bruto total;2020;2.085.186
42 Soria;Impuestos netos sobre los productos;2020;199.973
42 Soria;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;2.285.159
43 Tarragona;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;21.388.438
43 Tarragona;A. Agricultura, ganadería, silvicultura y pesca;2020;285.126
43 Tarragona;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2020;4.623.638
43 Tarragona;C. - De las cuales: Industria manufacturera;2020;3.073.306
43 Tarragona;F. Construcción;2020;1.034.332
43 Tarragona;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2020;4.051.876
43 Tarragona;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2020;5.373.009
43 Tarragona;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2020;4.148.766
43 Tarragona;Valor añadido bruto total;2020;19.516.747
43 Tarragona;Impuestos netos sobre los productos;2020;1.871.691
43 Tarragona;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;21.388.438
44 Teruel;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;3.098.690
44 Teruel;A. Agricultura, ganadería, silvicultura y pesca;2020;209.804
44 Teruel;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2020;364.567
44 Teruel;C. - De las cuales: Industria manufacturera;2020;272.103
44 Teruel;F. Construcción;2020;229.192
44 Teruel;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2020;605.303
44 Teruel;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2020;534.414
44 Teruel;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2020;884.245
44 Teruel;Valor añadido bruto total;2020;2.827.525
44 Teruel;Impuestos netos sobre los productos;2020;271.165
44 Teruel;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;3.098.690
45 Toledo;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;12.252.188
45 Toledo;A. Agricultura, ganadería, silvicultura y pesca;2020;801.305
45 Toledo;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2020;2.356.947
45 Toledo;C. - De las cuales: Industria manufacturera;2020;1.911.627
45 Toledo;F. Construcción;2020;815.358
45 Toledo;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2020;1.944.149
