Provincias;Ramas de actividad;periodo;Total
46 Valencia/València;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2018;14.174.394
46 Valencia/València;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2018;12.503.413
46 Valencia/València;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2018;12.337.644
46 Valencia/València;Valor añadido bruto total;2018;54.391.219
46 Valencia/València;Impuestos netos sobre los productos;2018;5.711.213
46 Valencia/València;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2018;60.102.432
47 Valladolid;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2018;14.392.336
47 Valladolid;A. Agricultura, ganadería, silvicultura y pesca;2018;520.404
47 Valladolid;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2018;3.058.575
47 Valladolid;C. - De las cuales: Industria manufacturera;2018;2.690.149
47 Valladolid;F. Construcción;2018;629.624
47 Valladolid;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2018;2.685.041
47 Valladolid;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2018;2.645.142
47 Valladolid;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2018;3.487.222
47 Valladolid;Valor añadido bruto total;2018;13.026.008
47 Valladolid;Impuestos netos sobre los productos;2018;1.366.328
47 Valladolid;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2018;14.392.336
49 Zamora;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2018;3.400.906
49 Zamora;A. Agricultura, ganadería, silvicultura y pesca;2018;285.191
49 Zamora;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2018;223.557
49 Zamora;C. - De las cuales: Industria manufacturera;2018;129.862
49 Zamora;F. Construcción;2018;297.571
49 Zamora;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2018;687.412
49 Zamora;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2018;680.479
49 Zamora;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2018;903.274
49 Zamora;Valor añadido bruto total;2018;3.077.484
49 Zamora;Impuestos netos sobre los productos;2018;323.422
49 Zamora;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2018;3.400.906
50 Zaragoza;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2018;27.209.304
50 Zaragoza;A. Agricultura, ganadería, silvicultura y pesca;2018;940.701
50 Zaragoza;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2018;5.782.602
50 Zaragoza;C. - De las cuales: Industria manufacturera;2018;4.899.169
50 Zaragoza;F. Construcción;2018;1.421.908
50 Zaragoza;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2018;5.509.528
50 Zaragoza;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2018;5.324.204
50 Zaragoza;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2018;5.644.281
50 Zaragoza;Valor añadido bruto total;2018;24.623.224
50 Zaragoza;Impuestos netos sobre los productos;2018;2.586.080
50 Zaragoza;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2018;27.209.304
51 Ceuta;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2018;1.720.445
51 Ceuta;A. Agricultura, ganadería, silvicultura y pesca;2018;1.879
51 Ceuta;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2018;87.797
51 Ceuta;C. - De las cuales: Industria manufacturera;2018;22.268
51 Ceuta;F. Construcción;2018;75.954
51 Ceuta;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2018;333.208
51 Ceuta;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2018;256.551
51 Ceuta;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2018;801.510
51 Ceuta;Valor añadido bruto total;2018;1.556.899
51 Ceuta;Impuestos netos sobre los productos;2018;163.546
51 Ceuta;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2018;1.720.445
52 Melilla;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2018;1.577.931
52 Melilla;A. Agricultura, ganadería, silvicultura y pesca;2018;700
52 Melilla;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2018;67.079
52 Melilla;C. - De las cuales: Industria manufacturera;2018;13.798
52 Melilla;F. Construcción;2018;77.344
52 Melilla;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2018;286.157
52 Melilla;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2018;254.722
52 Melilla;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2018;741.931
52 Melilla;Valor añadido bruto total;2018;1.427.933
52 Melilla;Impuestos netos sobre los productos;2018;149.998
52 Melilla;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2018;1.577.931
