Provincias;Ramas de actividad;periodo;Total
01 Araba/Álava;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2019;2.754.616
01 Araba/Álava;Valor añadido bruto total;2019;11.621.124
01 Araba/Álava;Impuestos netos sobre los productos;2019;1.192.277
01 Araba/Álava;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;12.813.401
33 Asturias;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;23.711.269
33 Asturias;A. Agricultura, ganadería, silvicultura y pesca;2019;307.966
33 Asturias;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2019;4.239.988
33 Asturias;C. - De las cuales: Industria manufacturera;2019;2.902.969
33 Asturias;F. Construcción;2019;1.521.189
33 Asturias;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2019;5.208.875
33 Asturias;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2019;5.013.066
33 Asturias;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2019;5.213.870
33 Asturias;Valor añadido bruto total;2019;21.504.954
33 Asturias;Impuestos netos sobre los productos;2019;2.206.315
33 Asturias;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;23.711.269
05 Ávila;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;3.321.394
05 Ávila;A. Agricultura, ganadería, silvicultura y pesca;2019;104.443
05 Ávila;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2019;281.793
05 Ávila;C. - De las cuales: Industria manufacturera;2019;234.660
05 Ávila;F. Construcción;2019;272.458
05 Ávila;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2019;732.257
05 Ávila;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2019;660.029
05 Ávila;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2019;961.361
05 Ávila;Valor añadido bruto total;2019;3.012.341
05 Ávila;Impuestos netos sobre los productos;2019;309.053
05 Ávila;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;3.321.394
06 Badajoz;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;12.490.571
06 Badajoz;A. Agricultura, ganadería, silvicultura y pesca;2019;957.944
06 Badajoz;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2019;1.331.190
06 Badajoz;C. - De las cuales: Industria manufacturera;2019;894.518
06 Badajoz;F. Construcción;2019;766.514
06 Badajoz;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2019;2.274.580
06 Badajoz;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2019;2.278.521
06 Badajoz;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2019;3.719.584
06 Badajoz;Valor añadido bruto total;2019;11.328.333
06 Badajoz;Impuestos netos sobre los productos;2019;1.162.238
06 Badajoz;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;12.490.571
07 Balears, Illes;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;33.935.302
07 Balears, Illes;A. Agricultura, ganadería, silvicultura y pesca;2019;181.850
07 Balears, Illes;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2019;1.791.348
07 Balears, Illes;C. - De las cuales: Industria manufacturera;2019;843.963
07 Balears, Illes;F. Construcción;2019;2.447.974
07 Balears, Illes;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2019;11.653.261
07 Balears, Illes;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2019;8.527.791
07 Balears, Illes;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2019;6.175.425
07 Balears, Illes;Valor añadido bruto total;2019;30.777.649
07 Balears, Illes;Impuestos netos sobre los productos;2019;3.157.653
07 Balears, Illes;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;33.935.302
08 Barcelona;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;179.195.294
08 Barcelona;A. Agricultura, ganadería, silvicultura y pesca;2019;895.896
08 Barcelona;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2019;31.248.511
08 Barcelona;C. - De las cuales: Industria manufacturera;2019;27.412.031
08 Barcelona;F. Construcción;2019;8.229.130
08 Barcelona;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2019;46.043.711
08 Barcelona;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2019;43.372.364
08 Barcelona;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2019;32.731.702
08 Barcelona;Valor añadido bruto total;2019;162.521.314
08 Barcelona;Impuestos netos sobre los productos;2019;16.673.980
08 Barcelona;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;179.195.294
48 Bizkaia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;36.767.806
48 Bizkaia;A. Agricultura, ganadería, silvicultura y pesca;2019;80.500
48 Bizkaia;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2019;6.422.101
48 Bizkaia;C. - De las cuales: Industria manufacturera;2019;4.878.649
48 Bizkaia;F. Construcción;2019;2.775.398
48 Bizkaia;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2019;8.332.364
48 Bizkaia;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2019;8.238.406
48 Bizkaia;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2019;7.497.822
48 Bizkaia;Valor añadido bruto total;2019;33.346.591
48 Bizkaia;Impuestos netos sobre los productos;2019;3.421.215
48 Bizkaia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;36.767.806
09 Burgos;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;10.596.493
09 Burgos;A. Agricultura, ganadería, silvicultura y pesca;2019;423.763
09 Burgos;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2019;3.069.858
09 Burgos;C. - De las cuales: Industria manufacturera;2019;2.294.659
09 Burgos;F. Construcción;2019;642.790
09 Burgos;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2019;1.733.220
09 Burgos;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2019;1.715.185
09 Burgos;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2019;2.025.682
09 Burgos;Valor añadido bruto total;2019;9.610.498
09 Burgos;Impuestos netos sobre los productos;2019;985.995
09 Burgos;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;10.596.493
10 Cáceres;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;7.988.357
10 Cáceres;A. Agricultura, ganadería, silvicultura y pesca;2019;549.609
10 Cáceres;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2019;1.131.335
10 Cáceres;C. - De las cuales: Industria manufacturera;2019;319.407
10 Cáceres;F. Construcción;2019;676.716
10 Cáceres;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2019;1.341.820
10 Cáceres;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2019;1.374.099
10 Cáceres;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2019;2.171.468
10 Cáceres;Valor añadido bruto total;2019;7.245.047
10 Cáceres;Impuestos netos sobre los productos;2019;743.310
10 Cáceres;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;7.988.357
11 Cádiz;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;23.153.892
11 Cádiz;A. Agricultura, ganadería, silvicultura y pesca;2019;652.209
11 Cádiz;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2019;3.068.425
11 Cádiz;C. - De las cuales: Industria manufacturera;2019;2.016.715
11 Cádiz;F. Construcción;2019;1.519.941
11 Cádiz;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2019;4.931.412
11 Cádiz;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2019;4.618.525
11 Cádiz;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2019;6.208.929
11 Cádiz;Valor añadido bruto total;2019;20.999.441
11 Cádiz;Impuestos netos sobre los productos;2019;2.154.451
11 Cádiz;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;23.153.892
39 Cantabria;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;14.180.759
39 Cantabria;A. Agricultura, ganadería, silvicultura y pesca;2019;153.770
39 Cantabria;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2019;2.671.327
39 Cantabria;C. - De las cuales: Industria manufacturera;2019;2.188.319
39 Cantabria;F. Construcción;2019;929.138
39 Cantabria;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2019;2.921.214
39 Cantabria;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2019;2.967.918
39 Cantabria;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2019;3.217.884
39 Cantabria;Valor añadido bruto total;2019;12.861.251
39 Cantabria;Impuestos netos sobre los productos;2019;1.319.508
39 Cantabria;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;14.180.759
12 Castellón/Castelló;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;16.082.541
12 Castellón/Castelló;A. Agricultura, ganadería, silvicultura y pesca;2019;366.391
12 Castellón/Castelló;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2019;4.928.270
12 Castellón/Castelló;C. - De las cuales: Industria manufacturera;2019;4.574.401
12 Castellón/Castelló;F. Construcción;2019;889.592
12 Castellón/Castelló;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2019;3.183.379
12 Castellón/Castelló;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2019;2.651.625
12 Castellón/Castelló;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2019;2.566.816
12 Castellón/Castelló;Valor añadido bruto total;2019;14.586.073
12 Castellón/Castelló;Impuestos netos sobre los productos;2019;1.496.468
12 Castellón/Castelló;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;16.082.541
13 Ciudad Real;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;10.769.403
13 Ciudad Real;A. Agricultura, ganadería, silvicultura y pesca;2019;868.740
13 Ciudad Real;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2019;1.844.805
13 Ciudad Real;C. - De las cuales: Industria manufacturera;2019;1.589.514
13 Ciudad Real;F. Construcción;2019;697.770
13 Ciudad Real;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2019;2.097.107
13 Ciudad Real;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2019;1.669.390
13 Ciudad Real;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2019;2.589.507
13 Ciudad Real;Valor añadido bruto total;2019;9.767.319
13 Ciudad Real;Impuestos netos sobre los productos;2019;1.002.084
13 Ciudad Real;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;10.769.403
14 Córdoba;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;14.121.822
14 Córdoba;A. Agricultura, ganadería, silvicultura y pesca;2019;851.623
14 Córdoba;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2019;1.391.994
14 Córdoba;C. - De las cuales: Industria manufacturera;2019;1.051.099
14 Córdoba;F. Construcción;2019;789.781
14 Córdoba;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2019;3.046.711
14 Córdoba;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2019;2.738.673
14 Córdoba;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2019;3.989.016
14 Córdoba;Valor añadido bruto total;2019;12.807.798
14 Córdoba;Impuestos netos sobre los productos;2019;1.314.024
14 Córdoba;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;14.121.822
15 Coruña, A;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;27.718.066
15 Coruña, A;A. Agricultura, ganadería, silvicultura y pesca;2019;963.008
15 Coruña, A;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2019;4.181.304
15 Coruña, A;C. - De las cuales: Industria manufacturera;2019;2.912.326
15 Coruña, A;F. Construcción;2019;1.887.684
15 Coruña, A;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2019;6.485.156
15 Coruña, A;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2019;5.434.532
15 Coruña, A;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2019;6.187.238
15 Coruña, A;Valor añadido bruto total;2019;25.138.922
15 Coruña, A;Impuestos netos sobre los productos;2019;2.579.144
15 Coruña, A;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;27.718.066
16 Cuenca;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;4.515.520
16 Cuenca;A. Agricultura, ganadería, silvicultura y pesca;2019;695.787
16 Cuenca;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2019;471.007
16 Cuenca;C. - De las cuales: Industria manufacturera;2019;272.495
16 Cuenca;F. Construcción;2019;276.267
16 Cuenca;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2019;1.063.817
16 Cuenca;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2019;655.596
16 Cuenca;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2019;932.880
16 Cuenca;Valor añadido bruto total;2019;4.095.354
16 Cuenca;Impuestos netos sobre los productos;2019;420.166
16 Cuenca;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;4.515.520
20 Gipuzkoa;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;24.493.773
20 Gipuzkoa;A. Agricultura, ganadería, silvicultura y pesca;2019;119.345
20 Gipuzkoa;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2019;5.707.550
20 Gipuzkoa;C. - De las cuales: Industria manufacturera;2019;5.470.374
20 Gipuzkoa;F. Construcción;2019;1.497.326
20 Gipuzkoa;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2019;5.254.022
20 Gipuzkoa;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2019;4.677.171
20 Gipuzkoa;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2019;4.959.233
20 Gipuzkoa;Valor añadido bruto total;2019;22.214.647
20 Gipuzkoa;Impuestos netos sobre los productos;2019;2.279.126
20 Gipuzkoa;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;24.493.773
17 Girona;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;21.828.320
17 Girona;A. Agricultura, ganadería, silvicultura y pesca;2019;631.719
17 Girona;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2019;2.455.373
17 Girona;C. - De las cuales: Industria manufacturera;2019;2.079.978
17 Girona;F. Construcción;2019;1.477.548
17 Girona;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2019;6.238.839
17 Girona;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2019;5.049.800
17 Girona;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2019;3.943.933
17 Girona;Valor añadido bruto total;2019;19.797.212
17 Girona;Impuestos netos sobre los productos;2019;2.031.108
17 Girona;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;21.828.320
18 Granada;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;17.383.998
18 Granada;A. Agricultura, ganadería, silvicultura y pesca;2019;1.075.910
18 Granada;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2019;1.291.695
18 Granada;C. - De las cuales: Industria manufacturera;2019;631.141
18 Granada;F. Construcción;2019;1.179.578
18 Granada;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2019;3.897.511
18 Granada;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2019;3.690.752
18 Granada;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2019;4.630.985
18 Granada;Valor añadido bruto total;2019;15.766.431
18 Granada;Impuestos netos sobre los productos;2019;1.617.567
18 Granada;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;17.383.998
19 Guadalajara;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;5.465.337
19 Guadalajara;A. Agricultura, ganadería, silvicultura y pesca;2019;184.310
19 Guadalajara;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2019;1.357.634
19 Guadalajara;C. - De las cuales: Industria manufacturera;2019;859.030
19 Guadalajara;F. Construcción;2019;336.046
19 Guadalajara;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2019;857.710
19 Guadalajara;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2019;1.074.778
