Provincias;Ramas de actividad;periodo;Total
18 Granada;Impuestos netos sobre los productos;2021(P);1.632.828
18 Granada;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);17.140.505
19 Guadalajara;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);5.502.747
19 Guadalajara;A. Agricultura, ganadería, silvicultura y pesca;2021(P);219.859
19 Guadalajara;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2021(P);1.389.705
19 Guadalajara;C. - De las cuales: Industria manufacturera;2021(P);826.448
19 Guadalajara;F. Construcción;2021(P);256.396
19 Guadalajara;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2021(P);870.770
19 Guadalajara;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2021(P);1.101.430
19 Guadalajara;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2021(P);1.140.388
19 Guadalajara;Valor añadido bruto total;2021(P);4.978.548
19 Guadalajara;Impuestos netos sobre los productos;2021(P);524.199
19 Guadalajara;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);5.502.747
21 Huelva;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);10.763.135
21 Huelva;A. Agricultura, ganadería, silvicultura y pesca;2021(P);887.316
21 Huelva;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2021(P);2.134.574
21 Huelva;C. - De las cuales: Industria manufacturera;2021(P);1.000.517
21 Huelva;F. Construcción;2021(P);485.002
21 Huelva;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2021(P);1.793.457
21 Huelva;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2021(P);2.041.220
21 Huelva;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2021(P);2.396.255
21 Huelva;Valor añadido bruto total;2021(P);9.737.824
21 Huelva;Impuestos netos sobre los productos;2021(P);1.025.311
21 Huelva;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);10.763.135
22 Huesca;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);6.802.388
22 Huesca;A. Agricultura, ganadería, silvicultura y pesca;2021(P);972.723
22 Huesca;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2021(P);1.105.405
22 Huesca;C. - De las cuales: Industria manufacturera;2021(P);867.271
22 Huesca;F. Construcción;2021(P);442.920
22 Huesca;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2021(P);1.275.846
22 Huesca;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2021(P);1.055.854
22 Huesca;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2021(P);1.301.635
22 Huesca;Valor añadido bruto total;2021(P);6.154.383
22 Huesca;Impuestos netos sobre los productos;2021(P);648.005
22 Huesca;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);6.802.388
23 Jaén;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);11.754.569
23 Jaén;A. Agricultura, ganadería, silvicultura y pesca;2021(P);1.535.182
23 Jaén;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2021(P);1.362.513
23 Jaén;C. - De las cuales: Industria manufacturera;2021(P);1.182.833
23 Jaén;F. Construcción;2021(P);596.843
23 Jaén;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2021(P);1.900.108
23 Jaén;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2021(P);2.144.868
23 Jaén;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2021(P);3.095.299
23 Jaén;Valor añadido bruto total;2021(P);10.634.813
23 Jaén;Impuestos netos sobre los productos;2021(P);1.119.756
23 Jaén;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);11.754.569
24 León;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);10.224.642
24 León;A. Agricultura, ganadería, silvicultura y pesca;2021(P);487.420
24 León;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2021(P);1.524.493
24 León;C. - De las cuales: Industria manufacturera;2021(P);1.016.874
24 León;F. Construcción;2021(P);587.871
24 León;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2021(P);2.188.755
24 León;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2021(P);2.139.793
24 León;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2021(P);2.322.297
24 León;Valor añadido bruto total;2021(P);9.250.629
24 León;Impuestos netos sobre los productos;2021(P);974.013
24 León;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);10.224.642
25 Lleida;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);12.558.913
25 Lleida;A. Agricultura, ganadería, silvicultura y pesca;2021(P);734.891
25 Lleida;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2021(P);1.433.652
25 Lleida;C. - De las cuales: Industria manufacturera;2021(P);1.010.745
25 Lleida;F. Construcción;2021(P);641.829
25 Lleida;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2021(P);3.416.722
25 Lleida;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2021(P);2.360.633
25 Lleida;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2021(P);2.774.807
25 Lleida;Valor añadido bruto total;2021(P);11.362.534
25 Lleida;Impuestos netos sobre los productos;2021(P);1.196.379
25 Lleida;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);12.558.913
27 Lugo;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);7.395.362
27 Lugo;A. Agricultura, ganadería, silvicultura y pesca;2021(P);647.279
27 Lugo;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2021(P);866.820
27 Lugo;C. - De las cuales: Industria manufacturera;2021(P);475.584
27 Lugo;F. Construcción;2021(P);399.301
27 Lugo;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2021(P);1.781.960
27 Lugo;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2021(P);1.294.058
27 Lugo;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2021(P);1.701.452
27 Lugo;Valor añadido bruto total;2021(P);6.690.870
27 Lugo;Impuestos netos sobre los productos;2021(P);704.492
27 Lugo;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);7.395.362
28 Madrid;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);237.540.292
28 Madrid;A. Agricultura, ganadería, silvicultura y pesca;2021(P);162.499
28 Madrid;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2021(P);23.091.420
28 Madrid;C. - De las cuales: Industria manufacturera;2021(P);13.175.614
28 Madrid;F. Construcción;2021(P);9.638.924
28 Madrid;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2021(P);68.316.587
28 Madrid;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2021(P);68.867.253
28 Madrid;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2021(P);44.835.198
28 Madrid;Valor añadido bruto total;2021(P);214.911.881
28 Madrid;Impuestos netos sobre los productos;2021(P);22.628.411
28 Madrid;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);237.540.292
29 Málaga;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);30.776.021
29 Málaga;A. Agricultura, ganadería, silvicultura y pesca;2021(P);741.095
29 Málaga;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2021(P);1.399.899
29 Málaga;C. - De las cuales: Industria manufacturera;2021(P);781.474
29 Málaga;F. Construcción;2021(P);2.484.676
29 Málaga;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2021(P);7.893.378
29 Málaga;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2021(P);8.534.746
29 Málaga;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2021(P);6.790.462
29 Málaga;Valor añadido bruto total;2021(P);27.844.256
29 Málaga;Impuestos netos sobre los productos;2021(P);2.931.765
29 Málaga;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);30.776.021
30 Murcia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);32.719.230
30 Murcia;A. Agricultura, ganadería, silvicultura y pesca;2021(P);1.555.680
30 Murcia;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2021(P);5.608.933
30 Murcia;C. - De las cuales: Industria manufacturera;2021(P);4.275.150
30 Murcia;F. Construcción;2021(P);1.705.143
30 Murcia;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2021(P);7.516.651
30 Murcia;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2021(P);6.215.565
30 Murcia;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2021(P);7.000.380
30 Murcia;Valor añadido bruto total;2021(P);29.602.352
30 Murcia;Impuestos netos sobre los productos;2021(P);3.116.878
30 Murcia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);32.719.230
31 Navarra;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);20.518.471
31 Navarra;A. Agricultura, ganadería, silvicultura y pesca;2021(P);715.214
31 Navarra;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2021(P);5.498.025
31 Navarra;C. - De las cuales: Industria manufacturera;2021(P);4.752.883
31 Navarra;F. Construcción;2021(P);1.046.069
31 Navarra;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2021(P);3.751.217
31 Navarra;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2021(P);3.620.392
31 Navarra;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2021(P);3.932.937
31 Navarra;Valor añadido bruto total;2021(P);18.563.854
31 Navarra;Impuestos netos sobre los productos;2021(P);1.954.617
31 Navarra;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);20.518.471
32 Ourense;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);7.104.228
32 Ourense;A. Agricultura, ganadería, silvicultura y pesca;2021(P);382.289
32 Ourense;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2021(P);1.392.490
32 Ourense;C. - De las cuales: Industria manufacturera;2021(P);682.035
32 Ourense;F. Construcción;2021(P);426.962
32 Ourense;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2021(P);1.483.127
32 Ourense;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2021(P);1.188.820
32 Ourense;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2021(P);1.553.782
32 Ourense;Valor añadido bruto total;2021(P);6.427.470
32 Ourense;Impuestos netos sobre los productos;2021(P);676.758
32 Ourense;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);7.104.228
34 Palencia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);4.303.764
34 Palencia;A. Agricultura, ganadería, silvicultura y pesca;2021(P);348.625
34 Palencia;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2021(P);1.089.346
34 Palencia;C. - De las cuales: Industria manufacturera;2021(P);934.598
34 Palencia;F. Construcción;2021(P);195.647
34 Palencia;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2021(P);616.051
34 Palencia;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2021(P);727.306
34 Palencia;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2021(P);916.807
34 Palencia;Valor añadido bruto total;2021(P);3.893.782
34 Palencia;Impuestos netos sobre los productos;2021(P);409.982
34 Palencia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);4.303.764
35 Palmas, Las;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);22.056.871
35 Palmas, Las;A. Agricultura, ganadería, silvicultura y pesca;2021(P);247.736
35 Palmas, Las;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2021(P);1.514.492
35 Palmas, Las;C. - De las cuales: Industria manufacturera;2021(P);719.414
35 Palmas, Las;F. Construcción;2021(P);1.273.844
35 Palmas, Las;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2021(P);6.618.825
35 Palmas, Las;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2021(P);4.935.073
35 Palmas, Las;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2021(P);5.365.733
35 Palmas, Las;Valor añadido bruto total;2021(P);19.955.703
35 Palmas, Las;Impuestos netos sobre los productos;2021(P);2.101.168
35 Palmas, Las;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);22.056.871
36 Pontevedra;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);21.988.329
36 Pontevedra;A. Agricultura, ganadería, silvicultura y pesca;2021(P);742.360
36 Pontevedra;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2021(P);4.744.084
36 Pontevedra;C. - De las cuales: Industria manufacturera;2021(P);4.316.195
36 Pontevedra;F. Construcción;2021(P);1.168.637
36 Pontevedra;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2021(P);4.885.776
36 Pontevedra;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2021(P);4.299.973
36 Pontevedra;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2021(P);4.052.861
36 Pontevedra;Valor añadido bruto total;2021(P);19.893.691
36 Pontevedra;Impuestos netos sobre los productos;2021(P);2.094.638
36 Pontevedra;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);21.988.329
26 Rioja, La;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);8.619.779
26 Rioja, La;A. Agricultura, ganadería, silvicultura y pesca;2021(P);476.624
26 Rioja, La;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2021(P);1.987.268
26 Rioja, La;C. - De las cuales: Industria manufacturera;2021(P);1.687.784
26 Rioja, La;F. Construcción;2021(P);438.925
26 Rioja, La;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2021(P);1.560.662
26 Rioja, La;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2021(P);1.579.983
26 Rioja, La;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2021(P);1.755.185
26 Rioja, La;Valor añadido bruto total;2021(P);7.798.647
26 Rioja, La;Impuestos netos sobre los productos;2021(P);821.132
26 Rioja, La;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);8.619.779
37 Salamanca;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);7.289.859
37 Salamanca;A. Agricultura, ganadería, silvicultura y pesca;2021(P);348.499
37 Salamanca;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2021(P);851.691
37 Salamanca;C. - De las cuales: Industria manufacturera;2021(P);518.924
37 Salamanca;F. Construcción;2021(P);410.569
37 Salamanca;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2021(P);1.557.796
37 Salamanca;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2021(P);1.470.694
37 Salamanca;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2021(P);1.956.168
37 Salamanca;Valor añadido bruto total;2021(P);6.595.417
37 Salamanca;Impuestos netos sobre los productos;2021(P);694.442
37 Salamanca;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);7.289.859
38 Santa Cruz de Tenerife;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);20.786.249
38 Santa Cruz de Tenerife;A. Agricultura, ganadería, silvicultura y pesca;2021(P);483.802
38 Santa Cruz de Tenerife;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2021(P);1.209.138
38 Santa Cruz de Tenerife;C. - De las cuales: Industria manufacturera;2021(P);457.525
38 Santa Cruz de Tenerife;F. Construcción;2021(P);1.120.681
38 Santa Cruz de Tenerife;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2021(P);5.416.038
38 Santa Cruz de Tenerife;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2021(P);4.819.924
38 Santa Cruz de Tenerife;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2021(P);5.756.540
38 Santa Cruz de Tenerife;Valor añadido bruto total;2021(P);18.806.123
38 Santa Cruz de Tenerife;Impuestos netos sobre los productos;2021(P);1.980.126
38 Santa Cruz de Tenerife;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);20.786.249
40 Segovia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);3.460.982
40 Segovia;A. Agricultura, ganadería, silvicultura y pesca;2021(P);232.663
40 Segovia;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2021(P);368.098
40 Segovia;C. - De las cuales: Industria manufacturera;2021(P);263.149
40 Segovia;F. Construcción;2021(P);243.548
40 Segovia;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2021(P);741.167
40 Segovia;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2021(P);697.627
40 Segovia;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2021(P);848.181
40 Segovia;Valor añadido bruto total;2021(P);3.131.284
40 Segovia;Impuestos netos sobre los productos;2021(P);329.698
40 Segovia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);3.460.982
41 Sevilla;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);40.657.710
41 Sevilla;A. Agricultura, ganadería, silvicultura y pesca;2021(P);2.082.124
41 Sevilla;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2021(P);5.575.536
41 Sevilla;C. - De las cuales: Industria manufacturera;2021(P);3.332.648
41 Sevilla;F. Construcción;2021(P);2.056.824
41 Sevilla;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2021(P);8.375.772
41 Sevilla;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2021(P);8.537.199
41 Sevilla;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2021(P);10.157.146
41 Sevilla;Valor añadido bruto total;2021(P);36.784.601
41 Sevilla;Impuestos netos sobre los productos;2021(P);3.873.109
41 Sevilla;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);40.657.710
42 Soria;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);2.531.565
42 Soria;A. Agricultura, ganadería, silvicultura y pesca;2021(P);226.938
42 Soria;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2021(P);591.689
42 Soria;C. - De las cuales: Industria manufacturera;2021(P);472.628
42 Soria;F. Construcción;2021(P);138.512
42 Soria;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2021(P);427.380
42 Soria;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2021(P);362.182
42 Soria;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2021(P);543.704
42 Soria;Valor añadido bruto total;2021(P);2.290.405
42 Soria;Impuestos netos sobre los productos;2021(P);241.160
42 Soria;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);2.531.565
43 Tarragona;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);24.421.364
43 Tarragona;A. Agricultura, ganadería, silvicultura y pesca;2021(P);304.144
43 Tarragona;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2021(P);6.058.988
43 Tarragona;C. - De las cuales: Industria manufacturera;2021(P);4.432.889
43 Tarragona;F. Construcción;2021(P);1.137.251
43 Tarragona;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2021(P);4.775.156
43 Tarragona;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2021(P);5.643.875
43 Tarragona;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2021(P);4.175.538
43 Tarragona;Valor añadido bruto total;2021(P);22.094.952
43 Tarragona;Impuestos netos sobre los productos;2021(P);2.326.412
43 Tarragona;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);24.421.364
44 Teruel;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);3.460.089
