grupo_edad,origen,sexo,year,total,provincia_id
16-64 años,Extranjeros,Mujeres,2020,3149.0,42
65 y más,Españoles,Hombres,2020,10373.0,42
65 y más,Españoles,Mujeres,2020,12146.0,42
65 y más,Extranjeros,Hombres,2020,88.0,42
65 y más,Extranjeros,Mujeres,2020,128.0,42
0-15 años,Españoles,Hombres,2020,57689.0,43
0-15 años,Españoles,Mujeres,2020,53973.0,43
0-15 años,Extranjeros,Hombres,2020,12450.0,43
0-15 años,Extranjeros,Mujeres,2020,11799.0,43
16-64 años,Españoles,Hombres,2020,213433.0,43
16-64 años,Españoles,Mujeres,2020,207450.0,43
16-64 años,Extranjeros,Hombres,2020,54707.0,43
16-64 años,Extranjeros,Mujeres,2020,49851.0,43
65 y más,Españoles,Hombres,2020,66098.0,43
65 y más,Españoles,Mujeres,2020,81336.0,43
65 y más,Extranjeros,Hombres,2020,3765.0,43
65 y más,Extranjeros,Mujeres,2020,4221.0,43
0-15 años,Españoles,Hombres,2020,7966.0,44
0-15 años,Españoles,Mujeres,2020,7628.0,44
0-15 años,Extranjeros,Hombres,2020,1473.0,44
0-15 años,Extranjeros,Mujeres,2020,1433.0,44
16-64 años,Españoles,Hombres,2020,37786.0,44
16-64 años,Españoles,Mujeres,2020,34320.0,44
16-64 años,Extranjeros,Hombres,2020,5948.0,44
16-64 años,Extranjeros,Mujeres,2020,5474.0,44
65 y más,Españoles,Hombres,2020,14614.0,44
65 y más,Españoles,Mujeres,2020,17106.0,44
65 y más,Extranjeros,Hombres,2020,188.0,44
65 y más,Extranjeros,Mujeres,2020,240.0,44
0-15 años,Españoles,Hombres,2020,55229.0,45
0-15 años,Españoles,Mujeres,2020,51833.0,45
0-15 años,Extranjeros,Hombres,2020,7064.0,45
0-15 años,Extranjeros,Mujeres,2020,6941.0,45
16-64 años,Españoles,Hombres,2020,206365.0,45
16-64 años,Españoles,Mujeres,2020,194436.0,45
16-64 años,Extranjeros,Hombres,2020,27905.0,45
16-64 años,Extranjeros,Mujeres,2020,27657.0,45
65 y más,Españoles,Hombres,2020,56065.0,45
65 y más,Españoles,Mujeres,2020,67877.0,45
65 y más,Extranjeros,Hombres,2020,920.0,45
65 y más,Extranjeros,Mujeres,2020,1480.0,45
0-15 años,Españoles,Hombres,2020,183995.0,46
0-15 años,Españoles,Mujeres,2020,174142.0,46
0-15 años,Extranjeros,Hombres,2020,24119.0,46
0-15 años,Extranjeros,Mujeres,2020,22057.0,46
16-64 años,Españoles,Hombres,2020,736065.0,46
16-64 años,Españoles,Mujeres,2020,729128.0,46
16-64 años,Extranjeros,Hombres,2020,113872.0,46
16-64 años,Extranjeros,Mujeres,2020,113059.0,46
65 y más,Españoles,Hombres,2020,204465.0,46
65 y más,Españoles,Mujeres,2020,275559.0,46
65 y más,Extranjeros,Hombres,2020,6950.0,46
65 y más,Extranjeros,Mujeres,2020,8464.0,46
0-15 años,Españoles,Hombres,2020,34841.0,47
0-15 años,Españoles,Mujeres,2020,33085.0,47
0-15 años,Extranjeros,Hombres,2020,2309.0,47
0-15 años,Extranjeros,Mujeres,2020,2271.0,47
16-64 años,Españoles,Hombres,2020,152421.0,47
16-64 años,Españoles,Mujeres,2020,152535.0,47
16-64 años,Extranjeros,Hombres,2020,10644.0,47
16-64 años,Extranjeros,Mujeres,2020,11137.0,47
65 y más,Españoles,Hombres,2020,52915.0,47
65 y más,Españoles,Mujeres,2020,67530.0,47
65 y más,Extranjeros,Hombres,2020,410.0,47
65 y más,Extranjeros,Mujeres,2020,551.0,47
0-15 años,Españoles,Hombres,2020,8285.0,49
0-15 años,Españoles,Mujeres,2020,7806.0,49
0-15 años,Extranjeros,Hombres,2020,515.0,49
0-15 años,Extranjeros,Mujeres,2020,442.0,49
16-64 años,Españoles,Hombres,2020,49542.0,49
16-64 años,Españoles,Mujeres,2020,46147.0,49
16-64 años,Extranjeros,Hombres,2020,2242.0,49
16-64 años,Extranjeros,Mujeres,2020,2559.0,49
65 y más,Españoles,Hombres,2020,23640.0,49
65 y más,Españoles,Mujeres,2020,29071.0,49
65 y más,Extranjeros,Hombres,2020,145.0,49
65 y más,Extranjeros,Mujeres,2020,194.0,49
0-15 años,Españoles,Hombres,2020,64843.0,50
0-15 años,Españoles,Mujeres,2020,61114.0,50
0-15 años,Extranjeros,Hombres,2020,10280.0,50
0-15 años,Extranjeros,Mujeres,2020,9718.0,50
16-64 años,Españoles,Hombres,2020,264195.0,50
16-64 años,Españoles,Mujeres,2020,259882.0,50
16-64 años,Extranjeros,Hombres,2020,48081.0,50
16-64 años,Extranjeros,Mujeres,2020,47857.0,50
65 y más,Españoles,Hombres,2020,86793.0,50
65 y más,Españoles,Mujeres,2020,116234.0,50
65 y más,Extranjeros,Hombres,2020,1410.0,50
65 y más,Extranjeros,Mujeres,2020,2121.0,50
0-15 años,Españoles,Hombres,2020,8762.0,51
0-15 años,Españoles,Mujeres,2020,8445.0,51
0-15 años,Extranjeros,Hombres,2020,442.0,51
0-15 años,Extranjeros,Mujeres,2020,395.0,51
16-64 años,Españoles,Hombres,2020,26585.0,51
16-64 años,Españoles,Mujeres,2020,24883.0,51
16-64 años,Extranjeros,Hombres,2020,2222.0,51
16-64 años,Extranjeros,Mujeres,2020,2324.0,51
65 y más,Españoles,Hombres,2020,4373.0,51
65 y más,Españoles,Mujeres,2020,5449.0,51
65 y más,Extranjeros,Hombres,2020,158.0,51
65 y más,Extranjeros,Mujeres,2020,164.0,51
0-15 años,Españoles,Hombres,2020,9090.0,52
0-15 años,Españoles,Mujeres,2020,8716.0,52
0-15 años,Extranjeros,Hombres,2020,1628.0,52
0-15 años,Extranjeros,Mujeres,2020,1464.0,52
16-64 años,Españoles,Hombres,2020,24775.0,52
16-64 años,Españoles,Mujeres,2020,22859.0,52
16-64 años,Extranjeros,Hombres,2020,4553.0,52
16-64 años,Extranjeros,Mujeres,2020,4785.0,52
65 y más,Españoles,Hombres,2020,3669.0,52
65 y más,Españoles,Mujeres,2020,4604.0,52
65 y más,Extranjeros,Hombres,2020,447.0,52
65 y más,Extranjeros,Mujeres,2020,486.0,52
0-15 años,Españoles,Hombres,2021,27304.0,02
0-15 años,Españoles,Mujeres,2021,25547.0,02
0-15 años,Extranjeros,Hombres,2021,2452.0,02
0-15 años,Extranjeros,Mujeres,2021,2248.0,02
16-64 años,Españoles,Hombres,2021,118339.0,02
16-64 años,Españoles,Mujeres,2021,114163.0,02
16-64 años,Extranjeros,Hombres,2021,11655.0,02
16-64 años,Extranjeros,Mujeres,2021,9637.0,02
65 y más,Españoles,Hombres,2021,33108.0,02
65 y más,Españoles,Mujeres,2021,41204.0,02
65 y más,Extranjeros,Hombres,2021,347.0,02
65 y más,Extranjeros,Mujeres,2021,460.0,02
0-15 años,Españoles,Hombres,2021,121579.0,03
0-15 años,Españoles,Mujeres,2021,114198.0,03
0-15 años,Extranjeros,Hombres,2021,25690.0,03
0-15 años,Extranjeros,Mujeres,2021,24468.0,03
16-64 años,Españoles,Hombres,2021,490091.0,03
16-64 años,Españoles,Mujeres,2021,480834.0,03
16-64 años,Extranjeros,Hombres,2021,123928.0,03
16-64 años,Extranjeros,Mujeres,2021,122417.0,03
65 y más,Españoles,Hombres,2021,132094.0,03
65 y más,Españoles,Mujeres,2021,169543.0,03
65 y más,Extranjeros,Hombres,2021,38636.0,03
65 y más,Extranjeros,Mujeres,2021,38284.0,03
0-15 años,Españoles,Hombres,2021,52239.0,04
0-15 años,Españoles,Mujeres,2021,49554.0,04
0-15 años,Extranjeros,Hombres,2021,14310.0,04
0-15 años,Extranjeros,Mujeres,2021,13471.0,04
16-64 años,Españoles,Hombres,2021,190108.0,04
16-64 años,Españoles,Mujeres,2021,186075.0,04
16-64 años,Extranjeros,Hombres,2021,66062.0,04
16-64 años,Extranjeros,Mujeres,2021,48660.0,04
65 y más,Españoles,Hombres,2021,43214.0,04
65 y más,Españoles,Mujeres,2021,54245.0,04
65 y más,Extranjeros,Hombres,2021,7203.0,04
65 y más,Extranjeros,Mujeres,2021,6651.0,04
0-15 años,Españoles,Hombres,2021,23408.0,01
0-15 años,Españoles,Mujeres,2021,21947.0,01
0-15 años,Extranjeros,Hombres,2021,3069.0,01
0-15 años,Extranjeros,Mujeres,2021,2976.0,01
16-64 años,Españoles,Hombres,2021,93014.0,01
16-64 años,Españoles,Mujeres,2021,92248.0,01
16-64 años,Extranjeros,Hombres,2021,13012.0,01
16-64 años,Extranjeros,Mujeres,2021,12418.0,01
65 y más,Españoles,Hombres,2021,31393.0,01
65 y más,Españoles,Mujeres,2021,39187.0,01
65 y más,Extranjeros,Hombres,2021,356.0,01
65 y más,Extranjeros,Mujeres,2021,598.0,01
0-15 años,Españoles,Hombres,2021,56108.0,33
0-15 años,Españoles,Mujeres,2021,52991.0,33
0-15 años,Extranjeros,Hombres,2021,3079.0,33
0-15 años,Extranjeros,Mujeres,2021,2934.0,33
16-64 años,Españoles,Hombres,2021,293967.0,33
16-64 años,Españoles,Mujeres,2021,296923.0,33
16-64 años,Extranjeros,Hombres,2021,16886.0,33
16-64 años,Extranjeros,Mujeres,2021,20065.0,33
65 y más,Españoles,Hombres,2021,111584.0,33
65 y más,Españoles,Mujeres,2021,154774.0,33
65 y más,Extranjeros,Hombres,2021,1041.0,33
65 y más,Extranjeros,Mujeres,2021,1440.0,33
0-15 años,Españoles,Hombres,2021,9279.0,05
0-15 años,Españoles,Mujeres,2021,8638.0,05
0-15 años,Extranjeros,Hombres,2021,1132.0,05
0-15 años,Extranjeros,Mujeres,2021,1047.0,05
16-64 años,Españoles,Hombres,2021,46251.0,05
16-64 años,Españoles,Mujeres,2021,42923.0,05
16-64 años,Extranjeros,Hombres,2021,3792.0,05
16-64 años,Extranjeros,Mujeres,2021,4142.0,05
65 y más,Españoles,Hombres,2021,18938.0,05
65 y más,Españoles,Mujeres,2021,21872.0,05
65 y más,Extranjeros,Hombres,2021,170.0,05
65 y más,Extranjeros,Mujeres,2021,237.0,05
0-15 años,Españoles,Hombres,2021,49620.0,06
0-15 años,Españoles,Mujeres,2021,46957.0,06
0-15 años,Extranjeros,Hombres,2021,1803.0,06
0-15 años,Extranjeros,Mujeres,2021,1666.0,06
16-64 años,Españoles,Hombres,2021,213216.0,06
16-64 años,Españoles,Mujeres,2021,206848.0,06
16-64 años,Extranjeros,Hombres,2021,7776.0,06
16-64 años,Extranjeros,Mujeres,2021,9086.0,06
65 y más,Españoles,Hombres,2021,58162.0,06
65 y más,Españoles,Mujeres,2021,73857.0,06
65 y más,Extranjeros,Hombres,2021,448.0,06
65 y más,Extranjeros,Mujeres,2021,504.0,06
0-15 años,Españoles,Hombres,2021,77855.0,07
0-15 años,Españoles,Mujeres,2021,73591.0,07
0-15 años,Extranjeros,Hombres,2021,16174.0,07
0-15 años,Extranjeros,Mujeres,2021,15394.0,07
16-64 años,Españoles,Hombres,2021,319697.0,07
16-64 años,Españoles,Mujeres,2021,310502.0,07
16-64 años,Extranjeros,Hombres,2021,87712.0,07
16-64 años,Extranjeros,Mujeres,2021,84721.0,07
65 y más,Españoles,Hombres,2021,75923.0,07
65 y más,Españoles,Mujeres,2021,95143.0,07
65 y más,Extranjeros,Hombres,2021,7492.0,07
65 y más,Extranjeros,Mujeres,2021,8804.0,07
0-15 años,Españoles,Hombres,2021,390709.0,08
0-15 años,Españoles,Mujeres,2021,368763.0,08
0-15 años,Extranjeros,Hombres,2021,66671.0,08
0-15 años,Extranjeros,Mujeres,2021,62530.0,08
16-64 años,Españoles,Hombres,2021,1506091.0,08
16-64 años,Españoles,Mujeres,2021,1518234.0,08
16-64 años,Extranjeros,Hombres,2021,366417.0,08
16-64 años,Extranjeros,Mujeres,2021,344414.0,08
65 y más,Españoles,Hombres,2021,447928.0,08
65 y más,Españoles,Mujeres,2021,611247.0,08
65 y más,Extranjeros,Hombres,2021,13434.0,08
65 y más,Extranjeros,Mujeres,2021,18292.0,08
0-15 años,Españoles,Hombres,2021,73949.0,48
0-15 años,Españoles,Mujeres,2021,69988.0,48
0-15 años,Extranjeros,Hombres,2021,6874.0,48
0-15 años,Extranjeros,Mujeres,2021,6277.0,48
16-64 años,Españoles,Hombres,2021,326914.0,48
16-64 años,Españoles,Mujeres,2021,327857.0,48
16-64 años,Extranjeros,Hombres,2021,36959.0,48
16-64 años,Extranjeros,Mujeres,2021,37062.0,48
65 y más,Españoles,Hombres,2021,111756.0,48
65 y más,Españoles,Mujeres,2021,154263.0,48
65 y más,Extranjeros,Hombres,2021,964.0,48
65 y más,Extranjeros,Mujeres,2021,1471.0,48
0-15 años,Españoles,Hombres,2021,22330.0,09
0-15 años,Españoles,Mujeres,2021,21016.0,09
0-15 años,Extranjeros,Hombres,2021,2379.0,09
0-15 años,Extranjeros,Mujeres,2021,2321.0,09
16-64 años,Españoles,Hombres,2021,102439.0,09
16-64 años,Españoles,Mujeres,2021,96313.0,09
16-64 años,Extranjeros,Hombres,2021,11673.0,09
16-64 años,Extranjeros,Mujeres,2021,11521.0,09
65 y más,Españoles,Hombres,2021,38651.0,09
65 y más,Españoles,Mujeres,2021,46428.0,09
65 y más,Extranjeros,Hombres,2021,448.0,09
65 y más,Extranjeros,Mujeres,2021,536.0,09
0-15 años,Españoles,Hombres,2021,24590.0,10
0-15 años,Españoles,Mujeres,2021,23307.0,10
0-15 años,Extranjeros,Hombres,2021,1086.0,10
0-15 años,Extranjeros,Mujeres,2021,1049.0,10
16-64 años,Españoles,Hombres,2021,121601.0,10
16-64 años,Españoles,Mujeres,2021,116016.0,10
16-64 años,Extranjeros,Hombres,2021,5202.0,10
16-64 años,Extranjeros,Mujeres,2021,5343.0,10
65 y más,Españoles,Hombres,2021,39996.0,10
65 y más,Españoles,Mujeres,2021,50445.0,10
65 y más,Extranjeros,Hombres,2021,476.0,10
65 y más,Extranjeros,Mujeres,2021,447.0,10
0-15 años,Españoles,Hombres,2021,101111.0,11
0-15 años,Españoles,Mujeres,2021,95484.0,11
0-15 años,Extranjeros,Hombres,2021,3512.0,11
0-15 años,Extranjeros,Mujeres,2021,3522.0,11
16-64 años,Españoles,Hombres,2021,395620.0,11
16-64 años,Españoles,Mujeres,2021,393119.0,11
16-64 años,Extranjeros,Hombres,2021,19330.0,11
16-64 años,Extranjeros,Mujeres,2021,19772.0,11
65 y más,Españoles,Hombres,2021,92185.0,11
65 y más,Españoles,Mujeres,2021,117832.0,11
65 y más,Extranjeros,Hombres,2021,2326.0,11
65 y más,Extranjeros,Mujeres,2021,2147.0,11
0-15 años,Españoles,Hombres,2021,38393.0,39
0-15 años,Españoles,Mujeres,2021,36456.0,39
0-15 años,Extranjeros,Hombres,2021,2579.0,39
0-15 años,Extranjeros,Mujeres,2021,2538.0,39
16-64 años,Españoles,Hombres,2021,171958.0,39
16-64 años,Españoles,Mujeres,2021,171348.0,39
16-64 años,Extranjeros,Hombres,2021,13909.0,39
16-64 años,Extranjeros,Mujeres,2021,15310.0,39
65 y más,Españoles,Hombres,2021,55806.0,39
65 y más,Españoles,Mujeres,2021,74379.0,39
65 y más,Extranjeros,Hombres,2021,733.0,39
65 y más,Extranjeros,Mujeres,2021,1098.0,39
0-15 años,Españoles,Hombres,2021,38979.0,12
0-15 años,Españoles,Mujeres,2021,36743.0,12
0-15 años,Extranjeros,Hombres,2021,8049.0,12
0-15 años,Extranjeros,Mujeres,2021,7261.0,12
16-64 años,Españoles,Hombres,2021,159523.0,12
16-64 años,Españoles,Mujeres,2021,153080.0,12
16-64 años,Extranjeros,Hombres,2021,33553.0,12
16-64 años,Extranjeros,Mujeres,2021,34620.0,12
65 y más,Españoles,Hombres,2021,48716.0,12
65 y más,Españoles,Mujeres,2021,60878.0,12
65 y más,Extranjeros,Hombres,2021,2595.0,12
65 y más,Extranjeros,Mujeres,2021,3067.0,12
0-15 años,Españoles,Hombres,2021,34558.0,13
0-15 años,Españoles,Mujeres,2021,32927.0,13
0-15 años,Extranjeros,Hombres,2021,2796.0,13
0-15 años,Extranjeros,Mujeres,2021,2641.0,13
16-64 años,Españoles,Hombres,2021,150339.0,13
16-64 años,Españoles,Mujeres,2021,144496.0,13
16-64 años,Extranjeros,Hombres,2021,12755.0,13
16-64 años,Extranjeros,Mujeres,2021,12061.0,13
65 y más,Españoles,Hombres,2021,42929.0,13
65 y más,Españoles,Mujeres,2021,56147.0,13
65 y más,Extranjeros,Hombres,2021,386.0,13
65 y más,Extranjeros,Mujeres,2021,556.0,13
0-15 años,Españoles,Hombres,2021,59029.0,14
0-15 años,Españoles,Mujeres,2021,55624.0,14
0-15 años,Extranjeros,Hombres,2021,1721.0,14
0-15 años,Extranjeros,Mujeres,2021,1567.0,14
16-64 años,Españoles,Hombres,2021,245710.0,14
16-64 años,Españoles,Mujeres,2021,241627.0,14
16-64 años,Extranjeros,Hombres,2021,8029.0,14
16-64 años,Extranjeros,Mujeres,2021,9492.0,14
65 y más,Españoles,Hombres,2021,65501.0,14
65 y más,Españoles,Mujeres,2021,87453.0,14
65 y más,Extranjeros,Hombres,2021,483.0,14
65 y más,Extranjeros,Mujeres,2021,553.0,14
0-15 años,Españoles,Hombres,2021,69937.0,15
0-15 años,Españoles,Mujeres,2021,65916.0,15
0-15 años,Extranjeros,Hombres,2021,2926.0,15
0-15 años,Extranjeros,Mujeres,2021,2738.0,15
16-64 años,Españoles,Hombres,2021,327408.0,15
16-64 años,Españoles,Mujeres,2021,333264.0,15
16-64 años,Extranjeros,Hombres,2021,16739.0,15
16-64 años,Extranjeros,Mujeres,2021,18857.0,15
65 y más,Españoles,Hombres,2021,118885.0,15
65 y más,Españoles,Mujeres,2021,160778.0,15
65 y más,Extranjeros,Hombres,2021,1109.0,15
65 y más,Extranjeros,Mujeres,2021,1577.0,15
0-15 años,Españoles,Hombres,2021,10857.0,16
0-15 años,Españoles,Mujeres,2021,10481.0,16
0-15 años,Extranjeros,Hombres,2021,2156.0,16
0-15 años,Extranjeros,Mujeres,2021,2119.0,16
16-64 años,Españoles,Hombres,2021,55942.0,16
16-64 años,Españoles,Mujeres,2021,51596.0,16
16-64 años,Extranjeros,Hombres,2021,8935.0,16
16-64 años,Extranjeros,Mujeres,2021,8532.0,16
65 y más,Españoles,Hombres,2021,19987.0,16
65 y más,Españoles,Mujeres,2021,24326.0,16
65 y más,Extranjeros,Hombres,2021,241.0,16
65 y más,Extranjeros,Mujeres,2021,344.0,16
0-15 años,Españoles,Hombres,2021,50212.0,20
0-15 años,Españoles,Mujeres,2021,47546.0,20
0-15 años,Extranjeros,Hombres,2021,5062.0,20
0-15 años,Extranjeros,Mujeres,2021,4690.0,20
16-64 años,Españoles,Hombres,2021,203882.0,20
16-64 años,Españoles,Mujeres,2021,200437.0,20
16-64 años,Extranjeros,Hombres,2021,24570.0,20
16-64 años,Extranjeros,Mujeres,2021,24617.0,20
65 y más,Españoles,Hombres,2021,70110.0,20
65 y más,Españoles,Mujeres,2021,92868.0,20
65 y más,Extranjeros,Hombres,2021,881.0,20
65 y más,Extranjeros,Mujeres,2021,1158.0,20
0-15 años,Españoles,Hombres,2021,53471.0,17
0-15 años,Españoles,Mujeres,2021,50482.0,17
0-15 años,Extranjeros,Hombres,2021,13802.0,17
0-15 años,Extranjeros,Mujeres,2021,13105.0,17
16-64 años,Españoles,Hombres,2021,197933.0,17
16-64 años,Españoles,Mujeres,2021,192809.0,17
16-64 años,Extranjeros,Hombres,2021,64181.0,17
16-64 años,Extranjeros,Mujeres,2021,57456.0,17
65 y más,Españoles,Hombres,2021,58981.0,17
65 y más,Españoles,Mujeres,2021,72890.0,17
65 y más,Extranjeros,Hombres,2021,5401.0,17
65 y más,Extranjeros,Mujeres,2021,6085.0,17
0-15 años,Españoles,Hombres,2021,68986.0,18
0-15 años,Españoles,Mujeres,2021,65314.0,18
0-15 años,Extranjeros,Hombres,2021,4705.0,18
0-15 años,Extranjeros,Mujeres,2021,4524.0,18
16-64 años,Españoles,Hombres,2021,279104.0,18
16-64 años,Españoles,Mujeres,2021,277717.0,18
16-64 años,Extranjeros,Hombres,2021,27404.0,18
16-64 años,Extranjeros,Mujeres,2021,25281.0,18
65 y más,Españoles,Hombres,2021,70787.0,18
65 y más,Españoles,Mujeres,2021,92056.0,18
65 y más,Extranjeros,Hombres,2021,2697.0,18
65 y más,Extranjeros,Mujeres,2021,2763.0,18
0-15 años,Españoles,Hombres,2021,19872.0,19
0-15 años,Españoles,Mujeres,2021,18879.0,19
0-15 años,Extranjeros,Hombres,2021,3443.0,19
0-15 años,Extranjeros,Mujeres,2021,3148.0,19
16-64 años,Españoles,Hombres,2021,77272.0,19
16-64 años,Españoles,Mujeres,2021,71877.0,19
16-64 años,Extranjeros,Hombres,2021,14326.0,19
16-64 años,Extranjeros,Mujeres,2021,13974.0,19
65 y más,Españoles,Hombres,2021,19183.0,19
65 y más,Españoles,Mujeres,2021,22259.0,19
65 y más,Extranjeros,Hombres,2021,528.0,19
65 y más,Extranjeros,Mujeres,2021,827.0,19
0-15 años,Españoles,Hombres,2021,40100.0,21
0-15 años,Españoles,Mujeres,2021,37778.0,21
0-15 años,Extranjeros,Hombres,2021,3376.0,21
0-15 años,Extranjeros,Mujeres,2021,3036.0,21
16-64 años,Españoles,Hombres,2021,157874.0,21
16-64 años,Españoles,Mujeres,2021,153436.0,21
16-64 años,Extranjeros,Hombres,2021,19197.0,21
16-64 años,Extranjeros,Mujeres,2021,20809.0,21
65 y más,Españoles,Hombres,2021,39046.0,21
65 y más,Españoles,Mujeres,2021,49297.0,21
65 y más,Extranjeros,Hombres,2021,988.0,21
65 y más,Extranjeros,Mujeres,2021,898.0,21
0-15 años,Españoles,Hombres,2021,13906.0,22
0-15 años,Españoles,Mujeres,2021,13365.0,22
0-15 años,Extranjeros,Hombres,2021,2527.0,22
0-15 años,Extranjeros,Mujeres,2021,2187.0,22
16-64 años,Españoles,Hombres,2021,61843.0,22
16-64 años,Españoles,Mujeres,2021,56913.0,22
16-64 años,Extranjeros,Hombres,2021,12502.0,22
16-64 años,Extranjeros,Mujeres,2021,10725.0,22
65 y más,Españoles,Hombres,2021,22436.0,22
65 y más,Españoles,Mujeres,2021,26977.0,22
65 y más,Extranjeros,Hombres,2021,393.0,22
65 y más,Extranjeros,Mujeres,2021,490.0,22
0-15 años,Españoles,Hombres,2021,45957.0,23
0-15 años,Españoles,Mujeres,2021,43570.0,23
0-15 años,Extranjeros,Hombres,2021,1246.0,23
0-15 años,Extranjeros,Mujeres,2021,1144.0,23
16-64 años,Españoles,Hombres,2021,202720.0,23
16-64 años,Españoles,Mujeres,2021,195671.0,23
16-64 años,Extranjeros,Hombres,2021,7305.0,23
16-64 años,Extranjeros,Mujeres,2021,6362.0,23
65 y más,Españoles,Hombres,2021,52681.0,23
65 y más,Españoles,Mujeres,2021,69691.0,23
65 y más,Extranjeros,Hombres,2021,414.0,23
65 y más,Extranjeros,Mujeres,2021,429.0,23
0-15 años,Españoles,Hombres,2021,24361.0,24
0-15 años,Españoles,Mujeres,2021,23011.0,24
0-15 años,Extranjeros,Hombres,2021,1472.0,24
0-15 años,Extranjeros,Mujeres,2021,1350.0,24
16-64 años,Españoles,Hombres,2021,131790.0,24
16-64 años,Españoles,Mujeres,2021,128735.0,24
16-64 años,Extranjeros,Hombres,2021,7783.0,24
16-64 años,Extranjeros,Mujeres,2021,8479.0,24
65 y más,Españoles,Hombres,2021,53623.0,24
65 y más,Españoles,Mujeres,2021,69955.0,24
65 y más,Extranjeros,Hombres,2021,503.0,24
65 y más,Extranjeros,Mujeres,2021,644.0,24
0-15 años,Españoles,Hombres,2021,28030.0,25
0-15 años,Españoles,Mujeres,2021,26824.0,25
0-15 años,Extranjeros,Hombres,2021,7536.0,25
0-15 años,Extranjeros,Mujeres,2021,6948.0,25
16-64 años,Españoles,Hombres,2021,112903.0,25
16-64 años,Españoles,Mujeres,2021,106731.0,25
16-64 años,Extranjeros,Hombres,2021,37523.0,25
16-64 años,Extranjeros,Mujeres,2021,27396.0,25
65 y más,Españoles,Hombres,2021,37246.0,25
65 y más,Españoles,Mujeres,2021,46601.0,25
65 y más,Extranjeros,Hombres,2021,918.0,25
65 y más,Extranjeros,Mujeres,2021,1071.0,25
0-15 años,Españoles,Hombres,2021,16550.0,27
0-15 años,Españoles,Mujeres,2021,15987.0,27
0-15 años,Extranjeros,Hombres,2021,1188.0,27
0-15 años,Extranjeros,Mujeres,2021,1187.0,27
16-64 años,Españoles,Hombres,2021,90821.0,27
16-64 años,Españoles,Mujeres,2021,90412.0,27
16-64 años,Extranjeros,Hombres,2021,6740.0,27
16-64 años,Extranjeros,Mujeres,2021,6629.0,27
65 y más,Españoles,Hombres,2021,42259.0,27
65 y más,Españoles,Mujeres,2021,53471.0,27
65 y más,Extranjeros,Hombres,2021,334.0,27
65 y más,Extranjeros,Mujeres,2021,435.0,27
0-15 años,Españoles,Hombres,2021,474314.0,28
0-15 años,Españoles,Mujeres,2021,450470.0,28
0-15 años,Extranjeros,Hombres,2021,69960.0,28
0-15 años,Extranjeros,Mujeres,2021,66546.0,28
16-64 años,Españoles,Hombres,2021,1816835.0,28
16-64 años,Españoles,Mujeres,2021,1882170.0,28
16-64 años,Extranjeros,Hombres,2021,365625.0,28
16-64 años,Extranjeros,Mujeres,2021,412235.0,28
65 y más,Españoles,Hombres,2021,487169.0,28
65 y más,Españoles,Mujeres,2021,685171.0,28
65 y más,Extranjeros,Hombres,2021,15797.0,28
65 y más,Extranjeros,Mujeres,2021,24959.0,28
0-15 años,Españoles,Hombres,2021,123113.0,29
0-15 años,Españoles,Mujeres,2021,116610.0,29
0-15 años,Extranjeros,Hombres,2021,17393.0,29
0-15 años,Extranjeros,Mujeres,2021,16519.0,29
16-64 años,Españoles,Hombres,2021,463676.0,29
16-64 años,Españoles,Mujeres,2021,466559.0,29
16-64 años,Extranjeros,Hombres,2021,90555.0,29
16-64 años,Extranjeros,Mujeres,2021,99045.0,29
65 y más,Españoles,Hombres,2021,110561.0,29
65 y más,Españoles,Mujeres,2021,142131.0,29
65 y más,Extranjeros,Hombres,2021,24678.0,29
65 y más,Extranjeros,Mujeres,2021,24811.0,29
0-15 años,Españoles,Hombres,2021,118916.0,30
0-15 años,Españoles,Mujeres,2021,112152.0,30
0-15 años,Extranjeros,Hombres,2021,20462.0,30
0-15 años,Extranjeros,Mujeres,2021,19106.0,30
16-64 años,Españoles,Hombres,2021,422552.0,30
16-64 años,Españoles,Mujeres,2021,416001.0,30
16-64 años,Extranjeros,Hombres,2021,91635.0,30
16-64 años,Extranjeros,Mujeres,2021,75351.0,30
65 y más,Españoles,Hombres,2021,98785.0,30
65 y más,Españoles,Mujeres,2021,127756.0,30
65 y más,Extranjeros,Hombres,2021,8012.0,30
65 y más,Extranjeros,Mujeres,2021,7758.0,30
0-15 años,Españoles,Hombres,2021,48073.0,31
0-15 años,Españoles,Mujeres,2021,45784.0,31
0-15 años,Extranjeros,Hombres,2021,6609.0,31
0-15 años,Extranjeros,Mujeres,2021,6326.0,31
16-64 años,Españoles,Hombres,2021,185854.0,31
16-64 años,Españoles,Mujeres,2021,180944.0,31
16-64 años,Extranjeros,Hombres,2021,28431.0,31
16-64 años,Extranjeros,Mujeres,2021,27575.0,31
65 y más,Españoles,Hombres,2021,57493.0,31
65 y más,Españoles,Mujeres,2021,71948.0,31
65 y más,Extranjeros,Hombres,2021,1005.0,31
65 y más,Extranjeros,Mujeres,2021,1495.0,31
0-15 años,Españoles,Hombres,2021,15483.0,32
0-15 años,Españoles,Mujeres,2021,14520.0,32
0-15 años,Extranjeros,Hombres,2021,893.0,32
0-15 años,Extranjeros,Mujeres,2021,909.0,32
16-64 años,Españoles,Hombres,2021,82085.0,32
16-64 años,Españoles,Mujeres,2021,82030.0,32
16-64 años,Extranjeros,Hombres,2021,6056.0,32
