categories,year,total,provincia_id,region_id
"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,613052.0,37,8
C. - De las cuales: Industria manufacturera,2020,480828.0,37,8
F. Construcción,2020,364334.0,37,8
"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,1315417.0,37,8
"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,1416690.0,37,8
"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,1969395.0,37,8
Valor añadido bruto total,2020,6043150.0,37,8
Impuestos netos sobre los productos,2020,579549.0,37,8
PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,6622699.0,37,8
PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,18937445.0,38,8742
"A. Agricultura, ganadería, silvicultura y pesca",2020,454127.0,38,8742
"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,1118599.0,38,8742
C. - De las cuales: Industria manufacturera,2020,431406.0,38,8742
F. Construcción,2020,1124156.0,38,8742
"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,4384777.0,38,8742
"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,4626471.0,38,8742
"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,5572109.0,38,8742
Valor añadido bruto total,2020,17280239.0,38,8742
Impuestos netos sobre los productos,2020,1657206.0,38,8742
PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,18937445.0,38,8742
PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,3179622.0,40,8
"A. Agricultura, ganadería, silvicultura y pesca",2020,222457.0,40,8
"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,310324.0,40,8
C. - De las cuales: Industria manufacturera,2020,236422.0,40,8
F. Construcción,2020,229915.0,40,8
"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,629104.0,40,8
"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,664414.0,40,8
"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,845161.0,40,8
Valor añadido bruto total,2020,2901375.0,40,8
Impuestos netos sobre los productos,2020,278247.0,40,8
PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,3179622.0,40,8
PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,37029412.0,41,4
"A. Agricultura, ganadería, silvicultura y pesca",2020,1839604.0,41,4
"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,5122448.0,41,4
C. - De las cuales: Industria manufacturera,2020,3221391.0,41,4
F. Construcción,2020,1851607.0,41,4
"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,7158830.0,41,4
"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,8078595.0,41,4
"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,9737903.0,41,4
Valor añadido bruto total,2020,33788987.0,41,4
Impuestos netos sobre los productos,2020,3240425.0,41,4
PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,37029412.0,41,4
PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,2285159.0,42,8
"A. Agricultura, ganadería, silvicultura y pesca",2020,179112.0,42,8
"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,506830.0,42,8
C. - De las cuales: Industria manufacturera,2020,397766.0,42,8
F. Construcción,2020,126818.0,42,8
"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,380484.0,42,8
"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,345380.0,42,8
"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,546562.0,42,8
Valor añadido bruto total,2020,2085186.0,42,8
Impuestos netos sobre los productos,2020,199973.0,42,8
PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,2285159.0,42,8
PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,21388438.0,43,9
"A. Agricultura, ganadería, silvicultura y pesca",2020,285126.0,43,9
"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,4623638.0,43,9
C. - De las cuales: Industria manufacturera,2020,3073306.0,43,9
F. Construcción,2020,1034332.0,43,9
"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,4051876.0,43,9
"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,5373009.0,43,9
"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,4148766.0,43,9
Valor añadido bruto total,2020,19516747.0,43,9
Impuestos netos sobre los productos,2020,1871691.0,43,9
PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,21388438.0,43,9
PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,3098690.0,44,5
"A. Agricultura, ganadería, silvicultura y pesca",2020,209804.0,44,5
"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,364567.0,44,5
C. - De las cuales: Industria manufacturera,2020,272103.0,44,5
F. Construcción,2020,229192.0,44,5
"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,605303.0,44,5
"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,534414.0,44,5
"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,884245.0,44,5
Valor añadido bruto total,2020,2827525.0,44,5
Impuestos netos sobre los productos,2020,271165.0,44,5
PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,3098690.0,44,5
PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,12252188.0,45,7
"A. Agricultura, ganadería, silvicultura y pesca",2020,801305.0,45,7
"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,2356947.0,45,7
C. - De las cuales: Industria manufacturera,2020,1911627.0,45,7
F. Construcción,2020,815358.0,45,7
"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,1944149.0,45,7
"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,2264575.0,45,7
"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,2997672.0,45,7
Valor añadido bruto total,2020,11180006.0,45,7
Impuestos netos sobre los productos,2020,1072182.0,45,7
PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,12252188.0,45,7
PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,56547166.0,46,15
"A. Agricultura, ganadería, silvicultura y pesca",2020,1284395.0,46,15
"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,10606333.0,46,15
C. - De las cuales: Industria manufacturera,2020,7838058.0,46,15
F. Construcción,2020,3130198.0,46,15
"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,11712754.0,46,15
"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,12974034.0,46,15
"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,11891038.0,46,15
Valor añadido bruto total,2020,51598752.0,46,15
Impuestos netos sobre los productos,2020,4948414.0,46,15
PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,56547166.0,46,15
PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,13541411.0,47,8
"A. Agricultura, ganadería, silvicultura y pesca",2020,526934.0,47,8
"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,3004600.0,47,8
C. - De las cuales: Industria manufacturera,2020,2468979.0,47,8
F. Construcción,2020,709282.0,47,8
"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,2170702.0,47,8
"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,2670005.0,47,8
"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,3274887.0,47,8
Valor añadido bruto total,2020,12356410.0,47,8
Impuestos netos sobre los productos,2020,1185001.0,47,8
PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,13541411.0,47,8
PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,3226677.0,49,8
"A. Agricultura, ganadería, silvicultura y pesca",2020,294975.0,49,8
"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,231794.0,49,8
C. - De las cuales: Industria manufacturera,2020,146061.0,49,8
F. Construcción,2020,241266.0,49,8
"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,576069.0,49,8
"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,680737.0,49,8
"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,919471.0,49,8
Valor añadido bruto total,2020,2944312.0,49,8
Impuestos netos sobre los productos,2020,282365.0,49,8
PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,3226677.0,49,8
PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,26145786.0,50,5
"A. Agricultura, ganadería, silvicultura y pesca",2020,1054152.0,50,5
"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,5694921.0,50,5
C. - De las cuales: Industria manufacturera,2020,4657798.0,50,5
F. Construcción,2020,1240501.0,50,5
"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,4812635.0,50,5
"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,5416895.0,50,5
"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,5638678.0,50,5
Valor añadido bruto total,2020,23857782.0,50,5
Impuestos netos sobre los productos,2020,2288004.0,50,5
PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,26145786.0,50,5
PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,1655168.0,51,8744
"A. Agricultura, ganadería, silvicultura y pesca",2020,1478.0,51,8744
"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,84988.0,51,8744
C. - De las cuales: Industria manufacturera,2020,19841.0,51,8744
F. Construcción,2020,69950.0,51,8744
"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,275441.0,51,8744
"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,259015.0,51,8744
"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,819453.0,51,8744
Valor añadido bruto total,2020,1510325.0,51,8744
Impuestos netos sobre los productos,2020,144843.0,51,8744
PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,1655168.0,51,8744
PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,1514009.0,52,8745
"A. Agricultura, ganadería, silvicultura y pesca",2020,971.0,52,8745
"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,58690.0,52,8745
C. - De las cuales: Industria manufacturera,2020,12664.0,52,8745
F. Construcción,2020,72557.0,52,8745
"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,234968.0,52,8745
"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,254596.0,52,8745
"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,759737.0,52,8745
Valor añadido bruto total,2020,1381519.0,52,8745
Impuestos netos sobre los productos,2020,132490.0,52,8745
PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,1514009.0,52,8745
PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,8663814.0,02,7
"A. Agricultura, ganadería, silvicultura y pesca",2021,884324.0,02,7
"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,1397006.0,02,7
C. - De las cuales: Industria manufacturera,2021,1018831.0,02,7
F. Construcción,2021,465911.0,02,7
"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,1559382.0,02,7
"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,1440261.0,02,7
"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,2091603.0,02,7
Valor añadido bruto total,2021,7838487.0,02,7
Impuestos netos sobre los productos,2021,825327.0,02,7
PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,8663814.0,02,7
PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,37279735.0,03,15
"A. Agricultura, ganadería, silvicultura y pesca",2021,547312.0,03,15
"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,3627964.0,03,15
C. - De las cuales: Industria manufacturera,2021,2916222.0,03,15
F. Construcción,2021,2556047.0,03,15
"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,9851680.0,03,15
"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,8929332.0,03,15
"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,8216082.0,03,15
Valor añadido bruto total,2021,33728417.0,03,15
Impuestos netos sobre los productos,2021,3551318.0,03,15
PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,37279735.0,03,15
PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,15659622.0,04,4
"A. Agricultura, ganadería, silvicultura y pesca",2021,2443690.0,04,4
"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,1348695.0,04,4
C. - De las cuales: Industria manufacturera,2021,1020119.0,04,4
F. Construcción,2021,723957.0,04,4
"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,3793774.0,04,4
"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,2816431.0,04,4
"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,3041318.0,04,4
Valor añadido bruto total,2021,14167865.0,04,4
Impuestos netos sobre los productos,2021,1491757.0,04,4
PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,15659622.0,04,4
PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,12939983.0,01,10
"A. Agricultura, ganadería, silvicultura y pesca",2021,201362.0,01,10
"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,3832143.0,01,10
C. - De las cuales: Industria manufacturera,2021,3473573.0,01,10
F. Construcción,2021,400677.0,01,10
"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,1946392.0,01,10
"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,2434844.0,01,10
"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,2891885.0,01,10
Valor añadido bruto total,2021,11707303.0,01,10
Impuestos netos sobre los productos,2021,1232680.0,01,10
PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,12939983.0,01,10
PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,23549659.0,33,11
"A. Agricultura, ganadería, silvicultura y pesca",2021,306301.0,33,11
"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,4572369.0,33,11
C. - De las cuales: Industria manufacturera,2021,3118701.0,33,11
F. Construcción,2021,1392272.0,33,11
"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,4867794.0,33,11
"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,5075288.0,33,11
"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,5092263.0,33,11
Valor añadido bruto total,2021,21306287.0,33,11
Impuestos netos sobre los productos,2021,2243372.0,33,11
PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,23549659.0,33,11
PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,3300110.0,05,8
"A. Agricultura, ganadería, silvicultura y pesca",2021,141202.0,05,8
"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,324441.0,05,8
C. - De las cuales: Industria manufacturera,2021,251439.0,05,8
F. Construcción,2021,266759.0,05,8
"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,645518.0,05,8
"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,678479.0,05,8
"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,929338.0,05,8
Valor añadido bruto total,2021,2985737.0,05,8
Impuestos netos sobre los productos,2021,314373.0,05,8
PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,3300110.0,05,8
PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,12723211.0,06,16
"A. Agricultura, ganadería, silvicultura y pesca",2021,1114803.0,06,16
"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,1424693.0,06,16
C. - De las cuales: Industria manufacturera,2021,989504.0,06,16
F. Construcción,2021,712482.0,06,16
"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,2239124.0,06,16
"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,2390063.0,06,16
"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,3630016.0,06,16
Valor añadido bruto total,2021,11511181.0,06,16
Impuestos netos sobre los productos,2021,1212030.0,06,16
PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,12723211.0,06,16
PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,30031668.0,07,8743
"A. Agricultura, ganadería, silvicultura y pesca",2021,154128.0,07,8743
"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,1806386.0,07,8743
C. - De las cuales: Industria manufacturera,2021,775341.0,07,8743
F. Construcción,2021,2146768.0,07,8743
"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,8876564.0,07,8743
"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,8116266.0,07,8743
"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,6070699.0,07,8743
Valor añadido bruto total,2021,27170811.0,07,8743
Impuestos netos sobre los productos,2021,2860857.0,07,8743
PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,30031668.0,07,8743
PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,173721885.0,08,9
"A. Agricultura, ganadería, silvicultura y pesca",2021,723577.0,08,9
"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,32134195.0,08,9
C. - De las cuales: Industria manufacturera,2021,27764672.0,08,9
F. Construcción,2021,7393843.0,08,9
"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,42489644.0,08,9
"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,42975113.0,08,9
"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,31456531.0,08,9
Valor añadido bruto total,2021,157172903.0,08,9
Impuestos netos sobre los productos,2021,16548982.0,08,9
PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,173721885.0,08,9
PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,35446900.0,48,10
"A. Agricultura, ganadería, silvicultura y pesca",2021,70267.0,48,10
"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,6216317.0,48,10
C. - De las cuales: Industria manufacturera,2021,4877367.0,48,10
F. Construcción,2021,2531960.0,48,10
"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,7637754.0,48,10
"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,8394418.0,48,10
"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,7219464.0,48,10
Valor añadido bruto total,2021,32070180.0,48,10
Impuestos netos sobre los productos,2021,3376720.0,48,10
PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,35446900.0,48,10
PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,10276704.0,09,8
"A. Agricultura, ganadería, silvicultura y pesca",2021,537609.0,09,8
"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,2948934.0,09,8
C. - De las cuales: Industria manufacturera,2021,2524749.0,09,8
F. Construcción,2021,527010.0,09,8
